Time,deltaBAT,VBAT,50,200
9.8000000000000044e-006,1,14.533275230923161,50,200
9.8500000000000039e-006,1,14.657730449444152,50,200
9.9000000000000035e-006,1,14.782499639595258,50,200
9.950000000000003e-006,1,14.907580461811477,50,200
1.0000000000000003e-005,1,15.032970587341762,50,200
1.0050000000000002e-005,1,15.158667698203748,50,200
1.0100000000000002e-005,1,15.284669487138739,50,200
1.0150000000000001e-005,1,15.410973657566764,50,200
1.0200000000000001e-005,1,15.537577923541914,50,200
1.025e-005,1,15.664480009707834,50,200
1.03e-005,1,15.791677651253373,50,200
1.0349999999999999e-005,1,15.919168593868417,50,200
1.0399999999999999e-005,1,16.04695059369994,50,200
1.0449999999999998e-005,1,16.175021417308198,50,200
1.0499999999999998e-005,1,16.303378841623093,50,200
1.0549999999999997e-005,1,16.43202065390075,50,200
1.0599999999999997e-005,1,16.560944651680245,50,200
1.0649999999999996e-005,1,16.690148642740517,50,200
1.0699999999999996e-005,1,16.819630445057463,50,200
1.0749999999999995e-005,1,16.949387886761173,50,200
1.0799999999999995e-005,1,17.079418806093386,50,200
1.0849999999999994e-005,1,17.20972105136509,50,200
1.0899999999999994e-005,1,17.340292480914304,50,200
1.0949999999999993e-005,1,17.471130963064031,50,200
1.0999999999999993e-005,1,17.602234376080375,50,200
1.1049999999999992e-005,1,17.733600608130825,50,200
1.1099999999999992e-005,1,17.865227557242747,50,200
1.1149999999999992e-005,1,17.997113131261983,50,200
1.1199999999999991e-005,1,18.129255247811663,50,200
1.1249999999999991e-005,1,18.261651834251168,50,200
1.129999999999999e-005,1,18.394300827635291,50,200
1.134999999999999e-005,1,18.527200174673482,50,200
1.1399999999999989e-005,1,18.660347831689371,50,200
1.1449999999999989e-005,1,18.793741764580339,50,200
1.1499999999999988e-005,1,18.927379948777382,50,200
1.1549999999999988e-005,1,19.061260369205016,50,200
1.1599999999999987e-005,1,19.195381020241413,50,200
1.1649999999999987e-005,1,19.329739905678686,50,200
1.1699999999999986e-005,1,19.464335038683341,50,200
1.1749999999999986e-005,1,19.599164441756876,50,200
1.1799999999999985e-005,1,19.734226146696532,50,200
1.1849999999999985e-005,1,19.869518194556257,50,200
1.1899999999999984e-005,1,20.00503863560775,50,200
1.1949999999999984e-005,1,20.140785529301723,50,200
1.1999999999999983e-005,1,20.276756944229302,50,200
1.2049999999999983e-005,1,20.412950958083584,50,200
1.2099999999999982e-005,1,20.549365657621358,50,200
1.2149999999999982e-005,1,20.685999138624958,50,200
1.2199999999999981e-005,1,20.822849505864308,50,200
1.2249999999999981e-005,1,20.959914873059077,50,200
1.229999999999998e-005,1,21.097193362841043,50,200
1.234999999999998e-005,1,21.23468310671656,50,200
1.239999999999998e-005,1,21.372382245029208,50,200
1.2449999999999979e-005,1,21.510288926922563,50,200
1.2499999999999979e-005,1,21.648401310303182,50,200
1.2549999999999978e-005,1,21.786717561803659,50,200
1.2599999999999978e-005,1,21.925235856745878,50,200
1.2649999999999977e-005,1,22.063954379104434,50,200
1.2699999999999977e-005,1,22.202871321470141,50,200
1.2749999999999976e-005,1,22.341984885013744,50,200
1.2799999999999976e-005,1,22.481293279449748,50,200
1.2849999999999975e-005,1,22.620794723000415,50,200
1.2899999999999975e-005,1,22.760487442359896,50,200
1.2949999999999974e-005,1,22.900369672658503,50,200
1.2999999999999974e-005,1,23.04043965742714,50,200
1.3049999999999973e-005,1,23.180695648561887,50,200
1.3099999999999973e-005,1,23.321135906288678,50,200
1.3149999999999972e-005,1,23.46175869912819,50,200
1.3199999999999972e-005,1,23.602562303860836,50,200
1.3249999999999971e-005,1,23.7435450054919,50,200
1.3299999999999971e-005,1,23.884705097216852,50,200
1.334999999999997e-005,1,24.026040880386745,50,200
1.339999999999997e-005,1,24.167550664473772,50,200
1.3449999999999969e-005,1,24.309232767037031,50,200
1.3499999999999969e-005,1,24.451085513688312,50,200
1.3549999999999969e-005,1,24.593107238058124,50,200
1.3599999999999968e-005,1,24.735296281761809,50,200
1.3649999999999968e-005,1,24.877650994365798,50,200
1.3699999999999967e-005,1,25.020169733354027,50,200
1.3749999999999967e-005,1,25.162850864094455,50,200
1.3799999999999966e-005,1,25.305692759805762,50,200
1.3849999999999966e-005,1,25.448693801524147,50,200
1.3899999999999965e-005,1,25.591852378070282,50,200
1.3949999999999965e-005,1,25.735166886016387,50,200
1.3999999999999964e-005,1,25.878635729653425,50,200
1.4049999999999964e-005,1,26.02225732095852,50,200
1.4099999999999963e-005,1,26.166030079562347,50,200
1.4149999999999963e-005,1,26.309952432716798,50,200
1.4199999999999962e-005,1,26.454022815262732,50,200
1.4249999999999962e-005,1,26.598239669597831,50,200
1.4299999999999961e-005,0,26.742422732922059,50,200
1.4349999999999961e-005,0,26.885667028091895,50,200
1.439999999999996e-005,0,27.028222631334522,50,200
1.444999999999996e-005,0,27.169862736899329,50,200
1.4499999999999959e-005,0,27.310591471382153,50,200
1.4549999999999959e-005,0,27.450412944233612,50,200
1.4599999999999958e-005,0,27.589331247828603,50,200
1.4649999999999958e-005,0,27.727350457535561,50,200
1.4699999999999958e-005,0,27.864474631785381,50,200
1.4749999999999957e-005,0,28.000707812140153,50,200
1.4799999999999957e-005,0,28.136054023361503,50,200
1.4849999999999956e-005,0,28.270517273478763,50,200
1.4899999999999956e-005,0,28.404101553856798,50,200
1.4949999999999955e-005,0,28.536810839263577,50,200
1.4999999999999955e-005,0,28.668649087937517,50,200
1.5049999999999954e-005,0,28.799620241654502,50,200
1.5099999999999954e-005,0,28.929728225794641,50,200
1.5149999999999953e-005,0,29.058976949408752,50,200
1.5199999999999953e-005,0,29.187370305284666,50,200
1.5249999999999952e-005,0,29.314912170013088,50,200
1.5299999999999952e-005,0,29.441606404053378,50,200
1.5349999999999953e-005,0,29.567456851798955,50,200
1.5399999999999954e-005,0,29.692467341642455,50,200
1.5449999999999955e-005,0,29.816641686040661,50,200
1.5499999999999957e-005,0,29.939983681579125,50,200
1.5549999999999958e-005,0,30.062497109036613,50,200
1.5599999999999959e-005,0,30.184185733449201,50,200
1.564999999999996e-005,0,30.305053304174095,50,200
1.5699999999999961e-005,0,30.425103554953317,50,200
1.5749999999999963e-005,0,30.544340203977054,50,200
1.5799999999999964e-005,0,30.662766953946729,50,200
1.5849999999999965e-005,0,30.780387492137869,50,200
1.5899999999999966e-005,0,30.897205490462699,50,200
1.5949999999999968e-005,0,31.013224605532493,50,200
1.5999999999999969e-005,0,31.12844847871963,50,200
1.604999999999997e-005,0,31.242880736219512,50,200
1.6099999999999971e-005,0,31.356524989112103,50,200
1.6149999999999972e-005,0,31.469384833423284,50,200
1.6199999999999974e-005,0,31.581463850185941,50,200
1.6249999999999975e-005,0,31.69276560550087,50,200
1.6299999999999976e-005,0,31.803293650597332,50,200
1.6349999999999977e-005,0,31.913051521893454,50,200
1.6399999999999979e-005,0,32.022042741056318,50,200
1.644999999999998e-005,1,32.130846449107899,50,200
1.6499999999999981e-005,1,32.239973129228602,50,200
1.6549999999999982e-005,1,32.349326029773451,50,200
1.6599999999999983e-005,1,32.458979096451515,50,200
1.6649999999999985e-005,1,32.568930143920262,50,200
1.6699999999999986e-005,1,32.679176996901553,50,200
1.6749999999999987e-005,1,32.789717490139523,50,200
1.6799999999999988e-005,1,32.900549468358705,50,200
1.6849999999999989e-005,1,33.011670786222275,50,200
1.6899999999999991e-005,1,33.123079308290514,50,200
1.6949999999999992e-005,1,33.234772908979409,50,200
1.6999999999999993e-005,1,33.346749472519456,50,200
1.7049999999999994e-005,1,33.459006892914594,50,200
1.7099999999999996e-005,1,33.571543073901253,50,200
1.7149999999999997e-005,1,33.684355928907763,50,200
1.7199999999999998e-005,1,33.797443381013721,50,200
1.7249999999999999e-005,1,33.910803362909562,50,200
1.73e-005,1,34.024433816856394,50,200
1.7350000000000002e-005,1,34.138332694645939,50,200
1.7400000000000003e-005,1,34.252497957560621,50,200
1.7450000000000004e-005,1,34.366927576333808,50,200
1.7500000000000005e-005,1,34.481619531110255,50,200
1.7550000000000006e-005,1,34.596571811406683,50,200
1.7600000000000008e-005,1,34.711782416072495,50,200
1.7650000000000009e-005,1,34.827249353250735,50,200
1.770000000000001e-005,1,34.942970640339162,50,200
1.7750000000000011e-005,1,35.058944303951364,50,200
1.7800000000000013e-005,1,35.175168379878251,50,200
1.7850000000000014e-005,1,35.291640913049534,50,200
1.7900000000000015e-005,1,35.408359957495463,50,200
1.7950000000000016e-005,1,35.525323576308594,50,200
1.8000000000000017e-005,1,35.642529841605878,50,200
1.8050000000000019e-005,1,35.759976834490772,50,200
1.810000000000002e-005,1,35.877662645015576,50,200
1.8150000000000021e-005,1,35.995585372143871,50,200
1.8200000000000022e-005,1,36.113743123713164,50,200
1.8250000000000023e-005,1,36.232134016397623,50,200
1.8300000000000025e-005,1,36.350756175671052,50,200
1.8350000000000026e-005,1,36.469607735769898,50,200
1.8400000000000027e-005,1,36.588686839656518,50,200
1.8450000000000028e-005,1,36.707991638982534,50,200
1.850000000000003e-005,1,36.827520294052391,50,200
1.8550000000000031e-005,1,36.947270973786942,50,200
1.8600000000000032e-005,1,37.067241855687357,50,200
1.8650000000000033e-005,1,37.187431125799037,50,200
1.8700000000000034e-005,1,37.307836978675709,50,200
1.8750000000000036e-005,1,37.428457617343739,50,200
1.8800000000000037e-005,1,37.549291253266475,50,200
1.8850000000000038e-005,1,37.670336106308852,50,200
1.8900000000000039e-005,1,37.791590404702063,50,200
1.895000000000004e-005,1,37.913052385008307,50,200
1.9000000000000042e-005,1,38.03472029208595,50,200
1.9050000000000043e-005,1,38.156592379054445,50,200
1.9100000000000044e-005,1,38.278666907259748,50,200
1.9150000000000045e-005,1,38.400942146239636,50,200
1.9200000000000047e-005,1,38.523416373689301,50,200
1.9250000000000048e-005,1,38.646087875426986,50,200
1.9300000000000049e-005,1,38.768954945359852,50,200
1.935000000000005e-005,1,38.892015885449936,50,200
1.9400000000000051e-005,1,39.015269005680203,50,200
1.9450000000000053e-005,1,39.138712624020876,50,200
1.9500000000000054e-005,1,39.26234506639571,50,200
1.9550000000000055e-005,1,39.386164666648597,50,200
1.9600000000000056e-005,1,39.51016976651016,50,200
1.9650000000000058e-005,1,39.634358715564588,50,200
1.9700000000000059e-005,1,39.758729871216516,50,200
1.975000000000006e-005,1,39.883281598658058,50,200
1.9800000000000061e-005,1,40.008012270836097,50,200
1.9850000000000062e-005,1,40.132920268419483,50,200
1.9900000000000064e-005,1,40.258003979766599,50,200
1.9950000000000065e-005,1,40.383261800892868,50,200
2.0000000000000066e-005,1,40.508692135438544,50,200
2.0050000000000067e-005,1,40.634293394636536,50,200
2.0100000000000068e-005,1,40.760063997280355,50,200
2.015000000000007e-005,1,40.886002369692307,50,200
2.0200000000000071e-005,1,41.012106945691642,50,200
2.0250000000000072e-005,1,41.138376166563035,50,200
2.0300000000000073e-005,1,41.264808481025,50,200
2.0350000000000075e-005,1,41.391402345198571,50,200
2.0400000000000076e-005,1,41.518156222576017,50,200
2.0450000000000077e-005,1,41.645068583989769,50,200
2.0500000000000078e-005,1,41.772137907581453,50,200
2.0550000000000079e-005,1,41.89936267877092,50,200
2.0600000000000081e-005,1,42.026741390225681,50,200
2.0650000000000082e-005,1,42.154272541830139,50,200
2.0700000000000083e-005,1,42.281954640655172,50,200
2.0750000000000084e-005,1,42.409786200927769,50,200
2.0800000000000085e-005,1,42.537765744000822,50,200
2.0850000000000087e-005,1,42.665891798322946,50,200
2.0900000000000088e-005,1,42.794162899408555,50,200
2.0950000000000089e-005,1,42.922577589807908,50,200
2.100000000000009e-005,1,43.051134419077492,50,200
2.1050000000000092e-005,1,43.179831943750251,50,200
2.1100000000000093e-005,1,43.308668727306184,50,200
2.1150000000000094e-005,1,43.437643340142913,50,200
2.1200000000000095e-005,1,43.566754359546422,50,200
2.1250000000000096e-005,1,43.696000369661959,50,200
2.1300000000000098e-005,1,43.825379961464947,50,200
2.1350000000000099e-005,1,43.954891732732079,50,200
2.14000000000001e-005,0,44.083940393980129,50,200
2.1450000000000101e-005,0,44.212040568382328,50,200
2.1500000000000102e-005,0,44.339443348629594,50,200
2.1550000000000104e-005,0,44.465919123338544,50,200
2.1600000000000105e-005,0,44.591472161332433,50,200
2.1650000000000106e-005,0,44.716106713591515,50,200
2.1700000000000107e-005,0,44.839827013325433,50,200
2.1750000000000109e-005,0,44.962637276045484,50,200
2.180000000000011e-005,0,45.084541699636517,50,200
2.1850000000000111e-005,0,45.205544464428471,50,200
2.1900000000000112e-005,0,45.325649733267767,50,200
2.1950000000000113e-005,0,45.444861651588283,50,200
2.2000000000000115e-005,0,45.563184347482164,50,200
2.2050000000000116e-005,0,45.680621931770247,50,200
2.2100000000000117e-005,0,45.797178498072221,50,200
2.2150000000000118e-005,0,45.912858122876571,50,200
2.2200000000000119e-005,0,46.027664865610149,50,200
2.2250000000000121e-005,0,46.1416027687075,50,200
2.2300000000000122e-005,0,46.25467585768002,50,200
2.2350000000000123e-005,0,46.366888141184589,50,200
2.2400000000000124e-005,0,46.478243611092189,50,200
2.2450000000000126e-005,0,46.58874624255602,50,200
2.2500000000000127e-005,0,46.698399994079537,50,200
2.2550000000000128e-005,0,46.807208807584132,50,200
2.2600000000000129e-005,0,46.915176608476443,50,200
2.265000000000013e-005,0,47.0223073057156,50,200
2.2700000000000132e-005,0,47.128604791880001,50,200
2.2750000000000133e-005,0,47.23407294323394,50,200
2.2800000000000134e-005,0,47.338715619793931,50,200
2.2850000000000135e-005,0,47.442536665394812,50,200
2.2900000000000137e-005,0,47.545539907755412,50,200
2.2950000000000138e-005,0,47.647729158544237,50,200
2.3000000000000139e-005,0,47.749108213444572,50,200
2.305000000000014e-005,0,47.849680852219649,50,200
2.3100000000000141e-005,0,47.949450838777203,50,200
2.3150000000000143e-005,0,48.048421921234137,50,200
2.3200000000000144e-005,0,48.146597831980586,50,200
2.3250000000000145e-005,0,48.243982287743989,50,200
2.3300000000000146e-005,0,48.340578989652698,50,200
2.3350000000000147e-005,0,48.436391623299485,50,200
2.3400000000000149e-005,0,48.531423858804715,50,200
2.345000000000015e-005,0,48.625679350879295,50,200
2.3500000000000151e-005,0,48.719161738887323,50,200
2.3550000000000152e-005,0,48.811874646908564,50,200
2.3600000000000154e-005,0,48.903821683800587,50,200
2.3650000000000155e-005,0,48.995006443260692,50,200
2.3700000000000156e-005,0,49.085432503887645,50,200
2.3750000000000157e-005,0,49.175103429243066,50,200
2.3800000000000158e-005,0,49.264022767912572,50,200
2.385000000000016e-005,0,49.352194053566791,50,200
2.3900000000000161e-005,0,49.439620805022038,50,200
2.3950000000000162e-005,0,49.526306526300708,50,200
2.4000000000000163e-005,0,49.612254706691516,50,200
2.4050000000000164e-005,0,49.697468820809483,50,200
2.4100000000000166e-005,0,49.78195232865562,50,200
2.4150000000000167e-005,0,49.865708675676409,50,200
2.4200000000000168e-005,0,49.94874129282303,50,200
2.4250000000000169e-005,0,50.031053596610427,50,200
2.4300000000000171e-005,0,50.112648989175995,50,200
2.4350000000000172e-005,0,50.19353085833815,50,200
2.4400000000000173e-005,0,50.273702577654582,50,200
2.4450000000000174e-005,0,50.353167506480361,50,200
2.4500000000000175e-005,0,50.431928990025703,50,200
2.4550000000000177e-005,0,50.509990359413614,50,200
2.4600000000000178e-005,0,50.587354931737238,50,200
2.4650000000000179e-005,0,50.664026010116942,50,200
2.470000000000018e-005,0,50.740006883757218,50,200
2.4750000000000181e-005,0,50.815300828003416,50,200
2.4800000000000183e-005,0,50.889911104398102,50,200
2.4850000000000184e-005,0,50.963840960737308,50,200
2.4900000000000185e-005,0,51.03709363112651,50,200
2.4950000000000186e-005,0,51.109672336036397,50,200
2.5000000000000188e-005,0,51.181580282358397,50,200
2.5050000000000189e-005,0,51.252820663459985,50,200
2.510000000000019e-005,0,51.323396659239783,50,200
2.5150000000000191e-005,0,51.393311436182387,50,200
2.5200000000000192e-005,0,51.462568147413066,50,200
2.5250000000000194e-005,0,51.53116993275215,50,200
2.5300000000000195e-005,0,51.599119918769262,50,200
2.5350000000000196e-005,0,51.666421218837293,50,200
2.5400000000000197e-005,0,51.733076933186155,50,200
2.5450000000000198e-005,0,51.799090148956353,50,200
2.55000000000002e-005,0,51.864463940252321,50,200
2.5550000000000201e-005,0,51.929201368195521,50,200
2.5600000000000202e-005,0,51.993305480977412,50,200
2.5650000000000203e-005,0,52.056779313912088,50,200
2.5700000000000205e-005,0,52.119625889488745,50,200
2.5750000000000206e-005,0,52.181848217424047,50,200
2.5800000000000207e-005,0,52.243449294714047,50,200
2.5850000000000208e-005,0,52.304432105686203,50,200
2.5900000000000209e-005,0,52.364799622050867,50,200
2.5950000000000211e-005,0,52.424554802952827,50,200
2.6000000000000212e-005,0,52.483700595022469,50,200
2.6050000000000213e-005,0,52.542239932426781,50,200
2.6100000000000214e-005,0,52.600175736920285,50,200
2.6150000000000215e-005,0,52.657510917895493,50,200
2.6200000000000217e-005,0,52.71424837243346,50,200
2.6250000000000218e-005,0,52.770390985353842,50,200
2.6300000000000219e-005,0,52.825941629265039,50,200
2.635000000000022e-005,0,52.880903164613827,50,200
2.6400000000000222e-005,0,52.935278439735157,50,200
2.6450000000000223e-005,0,52.989070290901381,50,200
2.6500000000000224e-005,0,53.042281542371562,50,200
2.6550000000000225e-005,0,53.094915006440388,50,200
2.6600000000000226e-005,0,53.146973483487024,50,200
2.6650000000000228e-005,0,53.198459762023788,50,200
